#name	canonicalname	id
Atypical Lipomatous Tumor	Atypical_Lipoma	C6505
ALT	Atypical_Lipoma	C6505
Atypical Lipoma	Atypical_Lipoma	C6505
Lipoma-Like Liposarcoma	Atypical_Lipoma	C6505
Superficial Well Differentiated Liposarcoma	Atypical_Lipoma	C6505
Well Differentiated Liposarcoma	Atypical_Lipoma	C6505
Well Differentiated Liposarcoma of Superficial Soft Tissue	Atypical_Lipoma	C6505
Atypical_Lobular_Breast_Hyperplasia	Atypical_Lobular_Breast_Hyperplasia	C4730
Atypical Lobular Breast Hyperplasia	Atypical_Lobular_Breast_Hyperplasia	C4730
ALH	Atypical_Lobular_Breast_Hyperplasia	C4730
Atypical Breast Lobular Hyperplasia	Atypical_Lobular_Breast_Hyperplasia	C4730
Atypical Lobular Hyperplasia of Breast	Atypical_Lobular_Breast_Hyperplasia	C4730
Atypical Lobular Hyperplasia of the Breast	Atypical_Lobular_Breast_Hyperplasia	C4730
atypical lobular breast hyperplasia	Atypical_Lobular_Breast_Hyperplasia	C4730
atypical lobular hyperplasia	Atypical_Lobular_Breast_Hyperplasia	C4730
Atypical_Medullary_Breast_Carcinoma	Atypical_Medullary_Breast_Carcinoma	C66719
Atypical Medullary Breast Carcinoma	Atypical_Medullary_Breast_Carcinoma	C66719
Infiltrating Ductal Breast Carcinoma with Medullary Features	Atypical_Medullary_Breast_Carcinoma	C66719
Atypical_Meningioma	Atypical_Meningioma	C4723
Atypical Meningioma	Atypical_Meningioma	C4723
Atypical_Mesothelial_Hyperplasia	Atypical_Mesothelial_Hyperplasia	C45667
Atypical Mesothelial Hyperplasia	Atypical_Mesothelial_Hyperplasia	C45667
Atypical_Neurofibroma	Atypical_Neurofibroma	C41426
Atypical Neurofibroma	Atypical_Neurofibroma	C41426
Atypical_Polypoid_Adenomyoma	Atypical_Polypoid_Adenomyoma	C6895
Atypical Polypoid Adenomyoma	Atypical_Polypoid_Adenomyoma	C6895
Atypical_Small_Acinar_Proliferation_of_the_Prostate_Gland	Atypical_Small_Acinar_Proliferation_of_the_Prostate_Gland	C37268
Atypical Small Acinar Proliferation of the Prostate Gland	Atypical_Small_Acinar_Proliferation_of_the_Prostate_Gland	C37268
ASAP	Atypical_Small_Acinar_Proliferation_of_the_Prostate_Gland	C37268
Prostatic Atypical Small Acinar Proliferation	Atypical_Small_Acinar_Proliferation_of_the_Prostate_Gland	C37268
Atypical_Teratoid_Rhabdoid_Tumor	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Atypical Teratoid/Rhabdoid Tumor	Atypical_Teratoid_Rhabdoid_Tumor	C6906
AT/RT	Atypical_Teratoid_Rhabdoid_Tumor	C6906
ATT/RHT	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Atypical Teratoid/Rhabdoid Tumor (WHO Grade IV)	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Atypical teratoid/rhabdoid tumor	Atypical_Teratoid_Rhabdoid_Tumor	C6906
CNS Rhabdoid Neoplasm	Atypical_Teratoid_Rhabdoid_Tumor	C6906
CNS Rhabdoid Tumor	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Central Nervous System Rhabdoid Neoplasm	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Central Nervous System Rhabdoid Tumor	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Malignant Brain Rhabdoid Neoplasm	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Malignant Brain Rhabdoid Tumor	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Malignant Rhabdoid Neoplasm of Brain	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Malignant Rhabdoid Neoplasm of the Brain	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Malignant Rhabdoid Tumor of Brain	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Malignant Rhabdoid Tumor of the Brain	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Primary Malignant Brain Rhabdoid Neoplasm	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Primary Malignant Brain Rhabdoid Tumor	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Primary Malignant Rhabdoid Neoplasm of Brain	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Primary Malignant Rhabdoid Neoplasm of the Brain	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Primary Malignant Rhabdoid Tumor of Brain	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Primary Malignant Rhabdoid Tumor of the Brain	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Rhabdoid Neoplasm of CNS	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Rhabdoid Neoplasm of Central Nervous System	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Rhabdoid Neoplasm of the CNS	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Rhabdoid Neoplasm of the Central Nervous System	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Rhabdoid Tumor of CNS	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Rhabdoid Tumor of Central Nervous System	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Rhabdoid Tumor of the CNS	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Rhabdoid Tumor of the Central Nervous System	Atypical_Teratoid_Rhabdoid_Tumor	C6906
atypical teratoid/rhabdoid tumor	Atypical_Teratoid_Rhabdoid_Tumor	C6906
Autoimmune_Lymphoproliferative_Syndrome-Associated_Lymphoma	Autoimmune_Lymphoproliferative_Syndrome-Associated_Lymphoma	C39578
Autoimmune Lymphoproliferative Syndrome-Associated Lymphoma	Autoimmune_Lymphoproliferative_Syndrome-Associated_Lymphoma	C39578
ALPS-Associated Lymphoma	Autoimmune_Lymphoproliferative_Syndrome-Associated_Lymphoma	C39578
Autonomic_Nervous_System_Neoplasm	Autonomic_Nervous_System_Neoplasm	C5112
Autonomic Nervous System Neoplasm	Autonomic_Nervous_System_Neoplasm	C5112
Autonomic Nervous System Neoplasms	Autonomic_Nervous_System_Neoplasm	C5112
Autonomic Nervous System Tumor	Autonomic_Nervous_System_Neoplasm	C5112
Neoplasm of Autonomic Nervous System	Autonomic_Nervous_System_Neoplasm	C5112
Neoplasm of the Autonomic Nervous System	Autonomic_Nervous_System_Neoplasm	C5112
Tumor of Autonomic Nervous System	Autonomic_Nervous_System_Neoplasm	C5112
Tumor of the Autonomic Nervous System	Autonomic_Nervous_System_Neoplasm	C5112
Axillary_Neoplasm	Axillary_Neoplasm	C35749
Axillary Neoplasm	Axillary_Neoplasm	C35749
B-Cell_Leukemia	B-Cell_Leukemia	C3162
B-Cell Leukemia	B-Cell_Leukemia	C3162
B-Lymphocytic Leukemia	B-Cell_Leukemia	C3162
B-Cell_Lymphocytic_Neoplasm	B-Cell_Lymphocytic_Neoplasm	C27907
B-Cell Neoplasm	B-Cell_Lymphocytic_Neoplasm	C27907
B-Cell Lymphocytic Neoplasm	B-Cell_Lymphocytic_Neoplasm	C27907
B-Cell_Lymphoma_Unclassifiable_with_Features_Intermediate_between_Diffuse_Large_B-Cell_Lymphoma_and_Burkitt_Lymphoma	B-Cell_Lymphoma_Unclassifiable_with_Features_Intermediate_between_Diffuse_Large_B-Cell_Lymphoma_and_Burkitt_Lymphoma	C80291
B-Cell Lymphoma, Unclassifiable, with Features Intermediate between Diffuse Large B-Cell Lymphoma and Burkitt Lymphoma	B-Cell_Lymphoma_Unclassifiable_with_Features_Intermediate_between_Diffuse_Large_B-Cell_Lymphoma_and_Burkitt_Lymphoma	C80291
B-Cell_Non-Hodgkin_s_Lymphoma	B-Cell_Non-Hodgkin_s_Lymphoma	C3457
B-Cell Non-Hodgkin Lymphoma	B-Cell_Non-Hodgkin_s_Lymphoma	C3457
B-Cell Non Hodgkin's Lymphoma	B-Cell_Non-Hodgkin_s_Lymphoma	C3457
B-Cell Non-Hodgkin's Lymphoma	B-Cell_Non-Hodgkin_s_Lymphoma	C3457
B-cell lymphoma	B-Cell_Non-Hodgkin_s_Lymphoma	C3457
Lymphomas Non-Hodgkin's B-Cell	B-Cell_Non-Hodgkin_s_Lymphoma	C3457
Non-Hodgkin's B-Cell Lymphoma	B-Cell_Non-Hodgkin_s_Lymphoma	C3457
Non-Hodgkin's Lymphoma B-Cell	B-Cell_Non-Hodgkin_s_Lymphoma	C3457
B-Cell_Proliferation_of_Uncertain_Malignant_Potential	B-Cell_Proliferation_of_Uncertain_Malignant_Potential	C7182
B-Cell Proliferation of Uncertain Malignant Potential	B-Cell_Proliferation_of_Uncertain_Malignant_Potential	C7182
B-Cell_Prolymphocytic_Leukemia	B-Cell_Prolymphocytic_Leukemia	C4753
B-Cell Prolymphocytic Leukemia	B-Cell_Prolymphocytic_Leukemia	C4753
B Prolymphocytic Leukemia	B-Cell_Prolymphocytic_Leukemia	C4753
BCLC_Stage_0_Adult_Hepatocellular_Carcinoma	BCLC_Stage_0_Adult_Hepatocellular_Carcinoma	C115139
BCLC Stage 0 Adult Hepatocellular Carcinoma	BCLC_Stage_0_Adult_Hepatocellular_Carcinoma	C115139
Barcelona Clinic Liver Cancer Stage 0 Adult Hepatocellular Carcinoma	BCLC_Stage_0_Adult_Hepatocellular_Carcinoma	C115139
BCLC_Stage_0_Hepatocellular_Carcinoma	BCLC_Stage_0_Hepatocellular_Carcinoma	C115133
BCLC Stage 0 Hepatocellular Carcinoma	BCLC_Stage_0_Hepatocellular_Carcinoma	C115133
Barcelona Clinic Liver Cancer Stage 0 Hepatocellular Carcinoma	BCLC_Stage_0_Hepatocellular_Carcinoma	C115133
BCLC_Stage_A_Adult_Hepatocellular_Carcinoma	BCLC_Stage_A_Adult_Hepatocellular_Carcinoma	C115140
BCLC Stage A Adult Hepatocellular Carcinoma	BCLC_Stage_A_Adult_Hepatocellular_Carcinoma	C115140
Barcelona Clinic Liver Cancer Stage A Adult Hepatocellular Carcinoma	BCLC_Stage_A_Adult_Hepatocellular_Carcinoma	C115140
BCLC_Stage_A_Hepatocellular_Carcinoma	BCLC_Stage_A_Hepatocellular_Carcinoma	C115135
BCLC Stage A Hepatocellular Carcinoma	BCLC_Stage_A_Hepatocellular_Carcinoma	C115135
Barcelona Clinic Liver Cancer Stage A Hepatocellular Carcinoma	BCLC_Stage_A_Hepatocellular_Carcinoma	C115135
BCLC_Stage_B_Adult_Hepatocellular_Carcinoma	BCLC_Stage_B_Adult_Hepatocellular_Carcinoma	C115141
BCLC Stage B Adult Hepatocellular Carcinoma	BCLC_Stage_B_Adult_Hepatocellular_Carcinoma	C115141
Barcelona Clinic Liver Cancer Stage B Adult Hepatocellular Carcinoma	BCLC_Stage_B_Adult_Hepatocellular_Carcinoma	C115141
BCLC_Stage_B_Hepatocellular_Carcinoma	BCLC_Stage_B_Hepatocellular_Carcinoma	C115136
BCLC Stage B Hepatocellular Carcinoma	BCLC_Stage_B_Hepatocellular_Carcinoma	C115136
Barcelona Clinic Liver Cancer Stage B Hepatocellular Carcinoma	BCLC_Stage_B_Hepatocellular_Carcinoma	C115136
BCLC_Stage_C_Adult_Hepatocellular_Carcinoma	BCLC_Stage_C_Adult_Hepatocellular_Carcinoma	C115143
BCLC Stage C Adult Hepatocellular Carcinoma	BCLC_Stage_C_Adult_Hepatocellular_Carcinoma	C115143
Barcelona Clinic Liver Cancer Stage C Adult Hepatocellular Carcinoma	BCLC_Stage_C_Adult_Hepatocellular_Carcinoma	C115143
BCLC_Stage_C_Hepatocellular_Carcinoma	BCLC_Stage_C_Hepatocellular_Carcinoma	C115137
BCLC Stage C Hepatocellular Carcinoma	BCLC_Stage_C_Hepatocellular_Carcinoma	C115137
Barcelona Clinic Liver Cancer Stage C Hepatocellular Carcinoma	BCLC_Stage_C_Hepatocellular_Carcinoma	C115137
BCLC_Stage_D_Adult_Hepatocellular_Carcinoma	BCLC_Stage_D_Adult_Hepatocellular_Carcinoma	C115144
BCLC Stage D Adult Hepatocellular Carcinoma	BCLC_Stage_D_Adult_Hepatocellular_Carcinoma	C115144
Barcelona Clinic Liver Cancer Stage D Adult Hepatocellular Carcinoma	BCLC_Stage_D_Adult_Hepatocellular_Carcinoma	C115144
BCLC_Stage_D_Hepatocellular_Carcinoma	BCLC_Stage_D_Hepatocellular_Carcinoma	C115138
BCLC Stage D Hepatocellular Carcinoma	BCLC_Stage_D_Hepatocellular_Carcinoma	C115138
Barcelona Clinic Liver Cancer Stage D Hepatocellular Carcinoma	BCLC_Stage_D_Hepatocellular_Carcinoma	C115138
B_Acute_Lymphoblastic_Leukemia_with_t_12_21_p13_q22_TEL-AML1_ETV6-RUNX1	B_Acute_Lymphoblastic_Leukemia_with_t_12_21_p13_q22_TEL-AML1_ETV6-RUNX1	C80343
B Acute Lymphoblastic Leukemia with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)	B_Acute_Lymphoblastic_Leukemia_with_t_12_21_p13_q22_TEL-AML1_ETV6-RUNX1	C80343
B-Acute Lymphoblastic Leukemia with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)	B_Acute_Lymphoblastic_Leukemia_with_t_12_21_p13_q22_TEL-AML1_ETV6-RUNX1	C80343
B-Cell Acute Lymphoblastic Leukemia with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)	B_Acute_Lymphoblastic_Leukemia_with_t_12_21_p13_q22_TEL-AML1_ETV6-RUNX1	C80343
B_Acute_Lymphoblastic_Leukemia_with_t_1_19_q23_p13_3_E2A-PBX1_TCF3-PBX1	B_Acute_Lymphoblastic_Leukemia_with_t_1_19_q23_p13_3_E2A-PBX1_TCF3-PBX1	C80347
B Acute Lymphoblastic Leukemia with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)	B_Acute_Lymphoblastic_Leukemia_with_t_1_19_q23_p13_3_E2A-PBX1_TCF3-PBX1	C80347
B-Acute Lymphoblastic Leukemia with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)	B_Acute_Lymphoblastic_Leukemia_with_t_1_19_q23_p13_3_E2A-PBX1_TCF3-PBX1	C80347
B-Cell Acute Lymphoblastic Leukemia with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)	B_Acute_Lymphoblastic_Leukemia_with_t_1_19_q23_p13_3_E2A-PBX1_TCF3-PBX1	C80347
B_Acute_Lymphoblastic_Leukemia_with_t_5_14_q31_q32_IL3-IGH	B_Acute_Lymphoblastic_Leukemia_with_t_5_14_q31_q32_IL3-IGH	C80346
B Acute Lymphoblastic Leukemia with t(5;14)(q31;q32); IL3-IGH	B_Acute_Lymphoblastic_Leukemia_with_t_5_14_q31_q32_IL3-IGH	C80346
B-Acute Lymphoblastic Leukemia with t(5;14)(q31;q32); IL3-IGH	B_Acute_Lymphoblastic_Leukemia_with_t_5_14_q31_q32_IL3-IGH	C80346
B-Cell Acute Lymphoblastic Leukemia with t(5;14)(q31;q32); IL3-IGH	B_Acute_Lymphoblastic_Leukemia_with_t_5_14_q31_q32_IL3-IGH	C80346
B_Acute_Lymphoblastic_Leukemia_with_t_v_11q23_MLL_Rearranged	B_Acute_Lymphoblastic_Leukemia_with_t_v_11q23_MLL_Rearranged	C80342
B Acute Lymphoblastic Leukemia with t(v;11q23); MLL Rearranged	B_Acute_Lymphoblastic_Leukemia_with_t_v_11q23_MLL_Rearranged	C80342
B-Acute Lymphoblastic Leukemia with t(v;11q23); MLL Rearranged	B_Acute_Lymphoblastic_Leukemia_with_t_v_11q23_MLL_Rearranged	C80342
B-Cell Acute Lymphoblastic Leukemia with t(v;11q23); MLL Rearranged	B_Acute_Lymphoblastic_Leukemia_with_t_v_11q23_MLL_Rearranged	C80342
B_Lymphoblastic_Leukemi_Lymphoma_with_t_v_11q23_MLL_Rearranged	B_Lymphoblastic_Leukemi_Lymphoma_with_t_v_11q23_MLL_Rearranged	C80332
B Lymphoblastic Leukemia/Lymphoma with t(v;11q23); MLL Rearranged	B_Lymphoblastic_Leukemi_Lymphoma_with_t_v_11q23_MLL_Rearranged	C80332
B-Lymphoblastic Leukemia/Lymphoma with t(v;11q23); MLL Rearranged	B_Lymphoblastic_Leukemi_Lymphoma_with_t_v_11q23_MLL_Rearranged	C80332
B_Lymphoblastic_Leukemia_Lymphoma_Not_Otherwise_Specified	B_Lymphoblastic_Leukemia_Lymphoma_Not_Otherwise_Specified	C80326
B Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified	B_Lymphoblastic_Leukemia_Lymphoma_Not_Otherwise_Specified	C80326
B Lymphoblastic Leukemia/Lymphoma, NOS	B_Lymphoblastic_Leukemia_Lymphoma_Not_Otherwise_Specified	C80326
B-Lymphoblastic Leukemia/Lymphoma, Not Otherwise Specified	B_Lymphoblastic_Leukemia_Lymphoma_Not_Otherwise_Specified	C80326
B_Lymphoblastic_Leukemia_Lymphoma_with_Hyperdiploidy	B_Lymphoblastic_Leukemia_Lymphoma_with_Hyperdiploidy	C80335
B Lymphoblastic Leukemia/Lymphoma with Hyperdiploidy	B_Lymphoblastic_Leukemia_Lymphoma_with_Hyperdiploidy	C80335
B-Lymphoblastic Leukemia/Lymphoma with Hyperdiploidy	B_Lymphoblastic_Leukemia_Lymphoma_with_Hyperdiploidy	C80335
B_Lymphoblastic_Leukemia_Lymphoma_with_Hypodiploidy	B_Lymphoblastic_Leukemia_Lymphoma_with_Hypodiploidy	C80338
B Lymphoblastic Leukemia/Lymphoma with Hypodiploidy	B_Lymphoblastic_Leukemia_Lymphoma_with_Hypodiploidy	C80338
B-Lymphoblastic Leukemia/Lymphoma with Hypodiploidy	B_Lymphoblastic_Leukemia_Lymphoma_with_Hypodiploidy	C80338
B_Lymphoblastic_Leukemia_Lymphoma_with_Recurrent_Genetic_Abnormalities	B_Lymphoblastic_Leukemia_Lymphoma_with_Recurrent_Genetic_Abnormalities	C80328
B Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities	B_Lymphoblastic_Leukemia_Lymphoma_with_Recurrent_Genetic_Abnormalities	C80328
B-Lymphoblastic Leukemia/Lymphoma with Recurrent Genetic Abnormalities	B_Lymphoblastic_Leukemia_Lymphoma_with_Recurrent_Genetic_Abnormalities	C80328
B_Lymphoblastic_Leukemia_Lymphoma_with_t_12-21_p13_q22_TEL-AML1_ETV6-RUNX1	B_Lymphoblastic_Leukemia_Lymphoma_with_t_12-21_p13_q22_TEL-AML1_ETV6-RUNX1	C80334
B Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)	B_Lymphoblastic_Leukemia_Lymphoma_with_t_12-21_p13_q22_TEL-AML1_ETV6-RUNX1	C80334
B-Lymphoblastic Leukemia/Lymphoma with t(12;21)(p13;q22); TEL-AML1 (ETV6-RUNX1)	B_Lymphoblastic_Leukemia_Lymphoma_with_t_12-21_p13_q22_TEL-AML1_ETV6-RUNX1	C80334
B_Lymphoblastic_Leukemia_Lymphoma_with_t_1_19_q23_p13_3_E2A-PBX1_TCF3-PBX1	B_Lymphoblastic_Leukemia_Lymphoma_with_t_1_19_q23_p13_3_E2A-PBX1_TCF3-PBX1	C80341
B Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)	B_Lymphoblastic_Leukemia_Lymphoma_with_t_1_19_q23_p13_3_E2A-PBX1_TCF3-PBX1	C80341
B-Lymphoblastic Leukemia/Lymphoma with t(1;19)(q23;p13.3); E2A-PBX1 (TCF3-PBX1)	B_Lymphoblastic_Leukemia_Lymphoma_with_t_1_19_q23_p13_3_E2A-PBX1_TCF3-PBX1	C80341
B_Lymphoblastic_Leukemia_Lymphoma_with_t_5_14_q31_q32_IL3-IGH	B_Lymphoblastic_Leukemia_Lymphoma_with_t_5_14_q31_q32_IL3-IGH	C80340
B Lymphoblastic Leukemia/Lymphoma with t(5;14)(q31;q32); IL3-IGH	B_Lymphoblastic_Leukemia_Lymphoma_with_t_5_14_q31_q32_IL3-IGH	C80340
B-Lymphoblastic Leukemia/Lymphoma with t(5;14)(q31;q32); IL3-IGH	B_Lymphoblastic_Leukemia_Lymphoma_with_t_5_14_q31_q32_IL3-IGH	C80340
B_Lymphoblastic_Leukemia_Lymphoma_with_t_9_22_q34_q11_2_BCR-ABL_1	B_Lymphoblastic_Leukemia_Lymphoma_with_t_9_22_q34_q11_2_BCR-ABL_1	C80331
B Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34;q11.2); BCR-ABL1	B_Lymphoblastic_Leukemia_Lymphoma_with_t_9_22_q34_q11_2_BCR-ABL_1	C80331
B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34;q11.2); BCR-ABL1	B_Lymphoblastic_Leukemia_Lymphoma_with_t_9_22_q34_q11_2_BCR-ABL_1	C80331
Bacterium-Related_Malignant_Neoplasm	Bacterium-Related_Malignant_Neoplasm	C27760
Bacterium-Related Malignant Neoplasm	Bacterium-Related_Malignant_Neoplasm	C27760
Bacterium-Related Cancer	Bacterium-Related_Malignant_Neoplasm	C27760
Bacterium-Related Malignancy	Bacterium-Related_Malignant_Neoplasm	C27760
Balloon_Cell_Malignant_Skin_Melanoma	Balloon_Cell_Malignant_Skin_Melanoma	C4227
Balloon Cell Melanoma	Balloon_Cell_Malignant_Skin_Melanoma	C4227
Balloon Cell Malignant Melanoma	Balloon_Cell_Malignant_Skin_Melanoma	C4227
Balloon Cell Malignant Melanoma of Skin	Balloon_Cell_Malignant_Skin_Melanoma	C4227
Balloon Cell Malignant Melanoma of the Skin	Balloon_Cell_Malignant_Skin_Melanoma	C4227
Balloon Cell Malignant Skin Melanoma	Balloon_Cell_Malignant_Skin_Melanoma	C4227
Balloon Cell Skin Melanoma	Balloon_Cell_Malignant_Skin_Melanoma	C4227
Balloon_Cell_Nevus	Balloon_Cell_Nevus	C4226
Balloon Cell Nevus	Balloon_Cell_Nevus	C4226
Barcelona_Clinic_Liver_Cancer_Staging_for_Hepatocellular_Carcinoma	Barcelona_Clinic_Liver_Cancer_Staging_for_Hepatocellular_Carcinoma	C115132
Hepatocellular Carcinoma by BCLC Stage	Barcelona_Clinic_Liver_Cancer_Staging_for_Hepatocellular_Carcinoma	C115132
BCLC Staging for Hepatocellular Carcinoma	Barcelona_Clinic_Liver_Cancer_Staging_for_Hepatocellular_Carcinoma	C115132
Barcelona Clinic Liver Cancer Staging for Hepatocellular Carcinoma	Barcelona_Clinic_Liver_Cancer_Staging_for_Hepatocellular_Carcinoma	C115132
Hepatocellular Carcinoma BCLC Staging	Barcelona_Clinic_Liver_Cancer_Staging_for_Hepatocellular_Carcinoma	C115132
Hepatocellular Carcinoma Barcelona Clinic Liver Cancer Staging	Barcelona_Clinic_Liver_Cancer_Staging_for_Hepatocellular_Carcinoma	C115132
Hepatocellular Carcinoma by Barcelona Clinic Liver Cancer Stage	Barcelona_Clinic_Liver_Cancer_Staging_for_Hepatocellular_Carcinoma	C115132
Barrett_s_Adenocarcinoma	Barrett_s_Adenocarcinoma	C7027
Barrett Adenocarcinoma	Barrett_s_Adenocarcinoma	C7027
Adenocarcinoma Arising in Barrett's Mucosa	Barrett_s_Adenocarcinoma	C7027
Barrett's Adenocarcinoma	Barrett_s_Adenocarcinoma	C7027
Bartholin_s_Gland_Adenocarcinoma	Bartholin_s_Gland_Adenocarcinoma	C7719
Bartholin Gland Adenocarcinoma	Bartholin_s_Gland_Adenocarcinoma	C7719
Adenocarcinoma of Bartholin's Gland	Bartholin_s_Gland_Adenocarcinoma	C7719
Adenocarcinoma of the Bartholin's Gland	Bartholin_s_Gland_Adenocarcinoma	C7719
Bartholin's Gland Adenocarcinoma	Bartholin_s_Gland_Adenocarcinoma	C7719
Bartholin_s_Gland_Adenoid_Cystic_Carcinoma	Bartholin_s_Gland_Adenoid_Cystic_Carcinoma	C40295
Bartholin Gland Adenoid Cystic Carcinoma	Bartholin_s_Gland_Adenoid_Cystic_Carcinoma	C40295
Bartholin's Gland Adenoid Cystic Carcinoma	Bartholin_s_Gland_Adenoid_Cystic_Carcinoma	C40295
Bartholin_s_Gland_Adenoma	Bartholin_s_Gland_Adenoma	C40299
Bartholin Gland Adenoma	Bartholin_s_Gland_Adenoma	C40299
Bartholin's Gland Adenoma	Bartholin_s_Gland_Adenoma	C40299
Bartholin_s_Gland_Adenomyoma	Bartholin_s_Gland_Adenomyoma	C40300
Bartholin Gland Adenomyoma	Bartholin_s_Gland_Adenomyoma	C40300
Bartholin's Gland Adenomyoma	Bartholin_s_Gland_Adenomyoma	C40300
Bartholin_s_Gland_Adenosquamous_Carcinoma	Bartholin_s_Gland_Adenosquamous_Carcinoma	C40296
Bartholin Gland Adenosquamous Carcinoma	Bartholin_s_Gland_Adenosquamous_Carcinoma	C40296
Bartholin's Gland Adenosquamous Carcinoma	Bartholin_s_Gland_Adenosquamous_Carcinoma	C40296
Bartholin_s_Gland_Carcinoma	Bartholin_s_Gland_Carcinoma	C9055
Bartholin Gland Carcinoma	Bartholin_s_Gland_Carcinoma	C9055
Bartholin's Gland Cancer	Bartholin_s_Gland_Carcinoma	C9055
Bartholin's Gland Carcinoma	Bartholin_s_Gland_Carcinoma	C9055
Carcinoma of Bartholin's Gland	Bartholin_s_Gland_Carcinoma	C9055
Carcinoma of the Bartholin's Gland	Bartholin_s_Gland_Carcinoma	C9055
Bartholin_s_Gland_Neoplasm	Bartholin_s_Gland_Neoplasm	C6434
Bartholin Gland Neoplasm	Bartholin_s_Gland_Neoplasm	C6434
Bartholin's Gland Neoplasm	Bartholin_s_Gland_Neoplasm	C6434
Bartholin's Gland Tumor	Bartholin_s_Gland_Neoplasm	C6434
Neoplasm of Bartholin's Gland	Bartholin_s_Gland_Neoplasm	C6434
Neoplasm of the Bartholin's Gland	Bartholin_s_Gland_Neoplasm	C6434
Tumor of Bartholin's Gland	Bartholin_s_Gland_Neoplasm	C6434
Tumor of the Bartholin's Gland	Bartholin_s_Gland_Neoplasm	C6434
Bartholin_s_Gland_Small_Cell_Carcinoma	Bartholin_s_Gland_Small_Cell_Carcinoma	C40298
Bartholin Gland Small Cell Carcinoma	Bartholin_s_Gland_Small_Cell_Carcinoma	C40298
Bartholin's Gland Small Cell Carcinoma	Bartholin_s_Gland_Small_Cell_Carcinoma	C40298
Bartholin_s_Gland_Squamous_Cell_Carcinoma	Bartholin_s_Gland_Squamous_Cell_Carcinoma	C40293
Bartholin Gland Squamous Cell Carcinoma	Bartholin_s_Gland_Squamous_Cell_Carcinoma	C40293
Bartholin's Gland Squamous Cell Carcinoma	Bartholin_s_Gland_Squamous_Cell_Carcinoma	C40293
Bartholin_s_Gland_Transitional_Cell_Carcinoma	Bartholin_s_Gland_Transitional_Cell_Carcinoma	C40297
Bartholin Gland Transitional Cell Carcinoma	Bartholin_s_Gland_Transitional_Cell_Carcinoma	C40297
Bartholin's Gland Transitional Cell Carcinoma	Bartholin_s_Gland_Transitional_Cell_Carcinoma	C40297
Basal-Like_Subtype_of_Invasive_Breast_Carcinoma	Basal-Like_Subtype_of_Invasive_Breast_Carcinoma	C53558
Basal-Like Breast Carcinoma	Basal-Like_Subtype_of_Invasive_Breast_Carcinoma	C53558
Basal-Like Subtype of Breast Carcinoma	Basal-Like_Subtype_of_Invasive_Breast_Carcinoma	C53558
Basal_Cell_Ameloblastoma	Basal_Cell_Ameloblastoma	C39757
Basal Cell Ameloblastoma	Basal_Cell_Ameloblastoma	C39757
Basal_Cell_Carcinoma	Basal_Cell_Carcinoma	C2921
Skin Basal Cell Carcinoma	Basal_Cell_Carcinoma	C2921
BCC	Basal_Cell_Carcinoma	C2921
Basal Cell Cancer	Basal_Cell_Carcinoma	C2921
Basal Cell Carcinoma	Basal_Cell_Carcinoma	C2921
Basal Cell Carcinoma of Skin	Basal_Cell_Carcinoma	C2921
Basal Cell Carcinoma of the Skin	Basal_Cell_Carcinoma	C2921
